,id,p_type,s_name,s_area_name,post_time,title,author,content,page_url
139799,1605843184557_N01,news,yahoo股市,財經新聞,2020-11-20 11:14:00,【台股盤中】台積電熄火 指數暫失守13700點,\N,（中央社記者蔡芃敏台北2020年11月20日電）雖美股三大指數收紅，但權值王台積電 (2330) 股價暫熄火，盤中下跌新台幣3元，台股今天開低震盪，下跌逾30點，暫時失守13700點關卡。美股收盤前傳出新的振興方案露出希望曙光後，三大指數全收紅。不過，受電子、金融權值股熄火影響，台股今天開低震盪，早盤低點至13666.07點。截至10時30分，加權指數來到13689.59點，下跌32.49點、0.24%，交易量達1120.67億元。權值股台積電 (2330) 股價前幾日創下新高，今天修正拉回，失守5日均線、約488元，下跌3元、0.61%，至487元；聯發科 (2454) 盤中高點漲12元，至745元；鴻海 (2317) 低點來到82.2元；股王大立光 (3008) 跌75元、2.12%，至3470元。金融股走跌，華南金 (2880) 、富邦金 (2881) 、彰銀 (2801) 等跌勢較重，有1%以上跌幅。半導體族群續強，晶心科 (6533) 強攻漲停價264.5元，晶豪科 (3006) 也攻上漲停、46.65元。愛普 (6531) 高點至429元。太陽能股逆勢抗跌，元晶 (6443) 量價齊揚，一度攀上漲停價40.2元，盤中漲勢收斂至39元附近；達能 (3686) 一度衝上20.5元，盤中收斂至19.85元；聯合再生 (3576) 高點在14.95元，漲勢收斂至14.75元、漲1.37%。,https://tw.stock.yahoo.com/news/%E5%8F%B0%E8%82%A1%E7%9B%A4%E4%B8%AD-%E5%8F%B0%E7%A9%8D%E9%9B%BB%E7%86%84%E7%81%AB-%E6%8C%87%E6%95%B8%E6%9A%AB%E5%A4%B1%E5%AE%8813700%E9%BB%9E-031437605.html
139868,1605853985646_N01,news,yahoo股市,財經新聞,2020-11-20 14:03:00,【台股盤後】蘋概三王熄火 小跌5.99點力守13700點,\N,（中央社記者蔡芃敏台北2020年11月20日電）蘋概三王熄火，台股今天終場小跌5.99點，收13716.44點，力守13700點關卡。分析師指出，台股正乖離偏高，續呈高檔震盪格局，不過資金維持寬鬆、基本面偏佳，多頭走勢未變。美股收盤前傳出新的振興方案露出希望曙光後，三大指數全收紅。不過，台積電 (2330) 股價熄火，致台股今天開低震盪，最低至13666.07點，午盤雖一度翻紅，但加權指數終場收在13716.44點，下跌5.99點、0.04%，週線收紅，交易量達新台幣2176.24億元。蘋概三王，權值股台積電 (2330) 股價前幾日創下新高，不過今天修正拉回，失守5日均線、約488.9元，終場收跌2元、0.41%，至488元；鴻海 (2317) 收跌0.4元，至82.5元；股王大立光 (3008) 跌85元、2.4%，至3460元。金融股表現相較疲弱，玉山金 (2884) 跌1.17%，收25.35元，合庫金 (5880) 跌0.98%、收20.25元。半導體族群續強，IC設計廠聯發科 (2454) 終場上漲14元，至747元；晶心科 (6533) 一度攻上漲停價264.5元，終場收261.5元，晶豪科 (3006) 收漲停價46.65元。太陽能股逆勢抗跌，元晶 (6443) 量價齊揚，一度攀上漲停價40.2元，終場收39.35元；達能 (3686) 收漲0.1元，至19.5元；聯合再生 (3576) 開高收低，漲0.05元，至14.6元。國泰證期顧問處經理蔡明翰分析，國際股市大多呈現漲多拉回態勢，台股同樣呈現高檔震盪，目前基本面偏多，雖短線上仍有疫情隱憂，不過，多頭走勢未變，續呈高檔震盪。他認為，市場資金寬鬆、振興方案露曙光，以及疫苗測試陸續傳出捷報，市場看好疫苗有望在明年初問世，疫情利空有望逐步消散。蔡明翰建議，投資人可以關注財報、營收績優股，像是手機、NB族群，另一方面，先前受到疫情衝擊如消費、原物料等個股，表現有望反轉向上。,https://tw.stock.yahoo.com/news/%E5%8F%B0%E8%82%A1%E7%9B%A4%E5%BE%8C-%E8%98%8B%E6%A6%82%E4%B8%89%E7%8E%8B%E7%86%84%E7%81%AB-%E5%B0%8F%E8%B7%8C5-99%E9%BB%9E%E5%8A%9B%E5%AE%8813700%E9%BB%9E-060341446.html
141097,1606199593181_N01,news,yahoo股市,財經新聞,2020-11-24 13:42:00,聯電獨木難撐 台股創高後遇賣壓回測5日線 跌70點收13807點,鉅亨網新聞中心,美股四大指數周一收高，台股今 (24) 日早盤在晶圓雙雄領軍下，一度攻上 13951.17 點，再寫歷史新高，不過，進入萬四高檔壓力區，獲利了結賣壓隨之出籠，指數震盪走跌，終場翻黑下挫 70.88 點或 0.51%，收在 13807.13 點，回測 5 日線，成交值放大至 2632.1 億元。晶圓代工廠聯電 ADR 周一狂飆逾 20%，今日延續漲勢，早盤大漲逾 7%、衝上 39.3 元，再改寫 18 年多以來的新高，但盤中遭到調節，漲幅收斂至 4.9%，收 38.15 元，市值超車大立光。台積電早盤一度衝上 500 元大關，但隨即翻黑下挫，終場跌 0.9%，收 492 元。其他權值股方面，台塑四寶中，台塑、台化、南亞約下跌 1%，僅台塑化維持上漲；金融股富邦金、兆豐金等下挫逾 1%；矽力 - KY、瑞昱、聯詠等半導體股也面臨沉重賣壓。不過，國巨受明年被動元件漲價題材利多的激勵，股價大漲近半根停板，蜜望實、華容雙雙亮燈漲停，凱美、大毅、禾伸堂、興勤、聚鼎等漲勢也相當強勁。外資昨日現貨大買面板廠群創 2.9 萬張，中止連 13 賣，群創今日股價延續漲勢，友達同步獲買盤青睞，雙虎聯袂漲逾 2.5%。此外，太陽能族群也吸引資金進駐，達能、元晶大漲逾半根停板，茂迪、中美晶、碩禾、聯合再生、太極、安集，表現都相當亮眼。,https://tw.stock.yahoo.com/news/%E8%81%AF%E9%9B%BB%E7%8D%A8%E6%9C%A8%E9%9B%A3%E6%92%90-%E5%8F%B0%E8%82%A1%E5%89%B5%E9%AB%98%E5%BE%8C%E9%81%87%E8%B3%A3%E5%A3%93%E5%9B%9E%E6%B8%AC5%E6%97%A5%E7%B7%9A-%E8%B7%8C70%E9%BB%9E%E6%94%B613807%E9%BB%9E-054200238.html
143768,1606793634225_N01,news,yahoo股市,財經新聞,2020-12-01 11:13:00,台股走跌逾140點不用怕！富邦投顧：外資可望回籠，看好26檔精兵,林韋伶,台股經歷驚濤駭浪的一年，今天又因為MSCI半年度調整的結果在收盤生效，台股從早盤一度要叩關萬四關卡，到最終下跌逾1%、跌破十日線。儘管如此，在今（30）日舉辦財經趨勢論壇的富邦金控，對台股後市並不看淡，展望2021年，富邦投顧董事長蕭乾祥認為，台股在半導體為首的電子科技產業成長前景持續看好下，有機會續創新高，向14800點挑戰，並點名看好26檔台股精兵。對於2021年經濟走勢可能出現的情境，富邦金控首席經濟學家羅瑋分析，大約有50%的機率是全球經濟溫和復甦，由於疫情反覆難控，對全球的威脅將直到2021下半年，才逐漸緩和，但在各國財政刺激與寬鬆貨幣政策下，經濟可望出現溫和復甦。而在一片溫和復甦的經濟體中，台灣經濟恢復的情況，有望優於其它國家，羅瑋分析：「台灣因為疫情控制較好，企業積極擴張生產，加上全球對網路、數位設備的需求強，台灣可望受惠。」除了有基本面支撐，今年在前10月被外資賣超逾7000億元的台股，明年終於可望迎來外資認錯回頭的行情。蕭乾祥分析，當疫情爆發之時，機構投資人的風險意識較強，加上利率大降，資金因此大幅由股市往債市走。此外，今年10月還有美國總統大選這項不確定因素，讓外資對新興亞洲股市持較保守的態度。「如今，這些不確定因素都解決了，且債券殖利率下檔空間有限，加上弱勢美元及科技產業將維持成長，預期國際資金將重回新興亞洲市場，台股外資買盤有望回歸。」蕭乾祥如此分析。至於媒體問到14800點的高點比較可能出現在何時？蕭乾祥以過去經驗判斷，以往台灣在農曆節年前後通常相對有行情，不過目前因為指數已創新高，在11月漲10%的情況下，預估明年第一季台股會創高，但只會創明年的次高點。「最高點有可能落在第四季。」蕭乾祥之所以這樣預估，還是與疫情的發展關係最密切，他認為下半年全球疫苗施打應該會進行到一定程度，若疫情可以獲得適當控制，經濟可望往上走，也有助股市創高。而談起明年台股可能出現的風險，蕭乾祥認為有三點，包括：乖離過大、資金緊縮與疫情失控。從技術面角度來看，在資金擁擠的情況下若投資人偏樂觀，不管是美股或台股都可能在第一季衝太快，產生乖離過大（股價偏貴）的風險，他建議：「乖離過大就會出現修正，大家要留意技術面走勢。」第二，若疫情成功控制住，經濟成長邁向穩定復甦或甚至表現比想像中好，此時反而要擔心今年放太多資金出去的各國政府，會不會有政策性改變，若出現資金緊縮的雜音，也會是衝擊市場的大變數。最後一項要擔心的風險則是疫情失控，儘管現階段大家都認為打疫苗可以有效防疫，「但這是樂觀預期，如果有變數或跟大家預期的不一樣，也可能造成衝擊，」蕭乾祥這樣提醒投資人。而投資人明年若想從台股中獲利，富邦投顧建議可從電動車、半導體零組件、5G遠距，還有傳產及高殖利率股下手，看好26檔台股精兵包括：貿聯-KY（3665）、智伸科（4551）、台達電（2308）、光寶（2301）、東元（1504）、台積電（2330）、環球晶（6488）、穩懋（3105）、聯電（2303）、聯發科（2454）、旺宏（2337）、國巨（2327）、聯亞（3081）、眾達（4977）、中磊（5388）、啟碁（6285）、景碩（3189）、臻鼎-KY（4958）、華夏（1305）、中鋼（2002）、陽明（2609）、冠德（2520）、南港（2101）、台泥（1101）、廣達（2382）、上海商銀（5876）。​,https://tw.stock.yahoo.com/news/%E5%8F%B0%E8%82%A1%E8%B5%B0%E8%B7%8C%E9%80%BE140%E9%BB%9E%E4%B8%8D%E7%94%A8%E6%80%95-%E5%AF%8C%E9%82%A6%E6%8A%95%E9%A1%A7-%E5%A4%96%E8%B3%87%E5%8F%AF%E6%9C%9B%E5%9B%9E%E7%B1%A0-%E7%9C%8B%E5%A5%BD26%E6%AA%94%E7%B2%BE%E5%85%B5-031351163.html
148423,1607575139374_N01,news,yahoo股市,財經新聞,2020-12-10 12:15:00,【台股盤中】一度跌逾150點 法人看後市需關注量能,\N,（中央社記者潘智義台北2020年12月10日電）美股壓回，下跌逾百點，台股跟著拉回，盤中一度跌逾150點，隨後跌勢收斂，仍下跌100多點。法人認為，量能未縮，後續仍有再漲機會。11時40分止，加權指數來到14275.83點，下跌114.31點，成交值新台幣2009.93億元。8大類股當中機電類股跌勢較大，泥窯類股小跌，其他各類股都上漲。權值王台積電 (2330) 盤中來到510元，下跌1.92%。大立光 (3008) 來到3385元，下跌2.44%；鴻海 (2317) 來到87.6元，下跌1.57%，聯電 (2303) 、IC設計大廠聯發科 (2454) 跌勢更深。金融股方面，華南金 (2880) 、富邦金 (2881) 、國泰金 (2882) 都小漲。國泰證期顧問處分析師蔡明翰表示，美股漲多壓回，台股也明顯漲多拉回，畢竟自11月以來維持很大的漲勢，一般多會擔心指數下跌後，投資人參與意願不高，但今天成交量並未明顯萎縮，因此從技術面來看，台股近期以量滾量，帶動指數攀升後壓回，只要維持月均量2600億元，人氣應不會退潮。蔡明翰認為，今天指數在5日線14284點附近整理，成交量預估仍有3千億元，接下來仍有走高機會。尤其英國施打疫苗之後，只要不出現副作用，歐美國家可望跟進，疫情對經濟的衝擊也將降低，台股年底的「作夢行情」仍可期待。,https://tw.stock.yahoo.com/news/%E5%8F%B0%E8%82%A1%E7%9B%A4%E4%B8%AD-%E5%BA%A6%E8%B7%8C%E9%80%BE150%E9%BB%9E-%E6%B3%95%E4%BA%BA%E7%9C%8B%E5%BE%8C%E5%B8%82%E9%9C%80%E9%97%9C%E6%B3%A8%E9%87%8F%E8%83%BD-041504330.html
150276,1608008064629_N01,news,yahoo股市,財經新聞,2020-12-15 11:55:00,〈台股盤中〉外資偏空權值股全倒 挫逾百點失守10日線,鉅亨網記者彭昱文 台北,台股今 (15) 日電子、金融、傳產權值同步走弱下，盤中跌逾百點，一舉灌破 10 日線及 14100 點，在外資偏空操作下，短期恐回測月線，面臨萬四大關保衛戰。觀察今日權值股走勢，晶圓雙雄雙雙走弱，聯電跌逾 3%，台積電也表現弱勢，蘋概指標鴻海跌逾 1%、大立光則在平盤下震盪，聯發科、台達電等電子指標也紛紛走弱。被動元件漲多拉回，國巨、華新科雙雙重挫近半根跌停；蘋概股方面，緯創持續受到印度廠暴動利空影響，盤中跌 3%，代工廠和碩、廣達、英業達、仁寶紛紛走弱，臻鼎 - KY 及玉晶光也同步下殺。金融股方面，國泰金跌近 2%，富邦金跌約 3%，兆豐金、中信金、玉山金等同步弱勢；傳產指標台塑四寶僅南亞小跌，其餘跌幅在 1-2% 之間，中鋼也跌逾 1％。不過，航運股今日攻勢續強，航空雙雄華航午盤仍有半根漲停、長榮航也大漲 3%，海運相關的萬海、陽明也相對有撐；另外，自行車雙雄表現也相對強勢。,https://tw.stock.yahoo.com/news/%E5%8F%B0%E8%82%A1%E7%9B%A4%E4%B8%AD-%E5%A4%96%E8%B3%87%E5%81%8F%E7%A9%BA%E6%AC%8A%E5%80%BC%E8%82%A1%E5%85%A8%E5%80%92-%E6%8C%AB%E9%80%BE%E7%99%BE%E9%BB%9E%E5%A4%B1%E5%AE%8810%E6%97%A5%E7%B7%9A-035536870.html
150340,1608014366118_N01,news,yahoo股市,財經新聞,2020-12-15 14:22:00,【台股盤後】賣壓湧現 收跌142點回測萬四大關,\N,（中央社記者吳家豪台北2020年12月15日電）台股今天盤中賣單急殺，電子與金融股跌勢加深，指數翻黑一度重挫157點，回測「萬四」大關，終場收在14068.52點，下跌142.53點。分析師認為，外資賣壓導致盤勢波動，需讓籌碼適度沉澱。台股今天早盤開低走高，一度翻紅來到14256.55點，但電子股賣壓加重，加權指數隨之翻黑，連續跌破14200點、14100點關卡，終場收在14068.52點，下跌142.53點，跌幅1%，成交值新台幣2730億元。電子股跌1.14%，金融股跌1.11%。蘋概股三大指標同步收黑，鴻海 (2317) 跌0.68%，收87.1元；台積電 (2330) 跌0.79%，收504元；股王大立光 (3008) 跌1.23%，收3225元。iPhone代工廠緯創 (3231) 印度廠暴動，今天股價跌3.22%收30.05元；其他蘋果代工廠和碩 (4938) 、廣達 (2382) 下跌3.3%、2.88%，收在67.3元、77.6元。金融股走勢疲弱，富邦金 (2881) 跌3.07%收45.85元；國泰金 (2882) 跌1.67%收41.1元；兆豐金 (2886) 跌0.85%收29.05元。倫元投顧分析師陳學進說，今天整體盤勢劇烈震盪，最近外資開始出現賣壓，代表耶誕節長假模式即將來臨。在外資賣超壓力下，近期台股盤勢波動，需要休息震盪整理，讓籌碼適度沉澱。,https://tw.stock.yahoo.com/news/%E5%8F%B0%E8%82%A1%E7%9B%A4%E5%BE%8C-%E8%B3%A3%E5%A3%93%E6%B9%A7%E7%8F%BE-%E6%94%B6%E8%B7%8C142%E9%BB%9E%E5%9B%9E%E6%B8%AC%E8%90%AC%E5%9B%9B%E5%A4%A7%E9%97%9C-062259277.html
150348,1608015276823_N01,news,yahoo股市,財經新聞,2020-12-15 14:39:00,《盤後解析》電子挨打 台股大跌142點失守10日線,\N,【時報記者郭鴻慧台北報導】美股昨夜漲跌參半，台股晨盤以小跌4.72點開出後，一度翻紅爬升至14256.55點、站上5日線，惟台指期明天結算，外資買VIX大增空單，空頭蠢蠢欲動，被動元件雙龍頭國巨(2337)、華新科(2492)被盯上，股價一路被壓著打，國巨500元關卡失守，終場跌幅均超過6%、雙雙摔出五日線，並拖累友達(2409)、群創(3481)、聯電(2303)、南電(8046)、鴻海(2317)、玉晶光(3406)、華邦電(2344)等權值軍團跟隨走弱，主帥台積電(2330)孤軍難擋，連近期強勢的航運、鋼鐵、金融等傳產類股也在空頭氣焰高張下，陸續翻黑，終場集中市場收14068.52點，大跌142.53點，總成交值2730.17億元；店頭市場收176.93點，跌3.35點，總成交值617.48億元。分析師表示，台股早盤雖一度挑戰5日線，不過，賣壓伺機出籠，終場指數跌破10日線，正式展開整理格局。外資長假在即，昨日已連4日賣超，在期貨市場也持續加碼空單，整體淨空單口收已逼近5000口。明日為期貨、選擇權月結算日，預期明日台指期結算後，外資進出台股部位逐步降低可能更為明顯，本週自下半周開始，內資主導台股走勢將更為明確，投信等法人加碼的中小型股，有機會成為行情聚焦點。在盤面表現上，造紙股逆勢攀高，表現領先八大類股，榮成(1909)收在20.85元，上漲3.99%、華紙(1905)收在10.35元，上漲3.5%；被動元件成為重災區，國巨(2327)、華新科(2492)收盤皆重挫6%以上；航運股今日先漲後跌，華航(2610)漲停未能鎖住，終場收在11.7元，上漲6.36%、陽明(2609)收在15.55元，上漲3.32%；金融股表現弱勢，金融股方面，富邦金(2881)收在45.85元，下跌3.07%，國泰金(2882)收在41.1元，下跌1.67%；緯創(3231)印度廠暴動利空陰霾未散，收在30.05元，下跌3.22%。匯率方面，新台幣近期漲勢兇猛，幾乎日日寫新高，由於出口商拋匯賣壓沉重，今天盤中最高升抵28.14元、勁揚3.1角，再度改寫近23年半新高紀錄，上半場收盤，新台幣兌美元為28.160元，升值2.9角。專家表示，台灣經濟成長表現良好，出口訂單暢旺，加上量化寬鬆規模遠不如其他國家，新台幣匯率被視為有價值的貨幣，短期內升勢恐難擋。分析師表示，各地疫情又入高峰，紐約傳出有可能封城，市場憂心忡忡，年底長假在即，美股進入整理，台股今日跌破10日線，短期將偏向震盪整理，首先將看月線是否有，若是未能守住，不排除出現跌勢，操作上建議不要追高。此外，台積電17日除息、美國聯準會也將在當日凌晨宣布最新利率會議結果，是否調整購債組合或釋出可能調整時機，均須留意。,https://tw.stock.yahoo.com/news/%E7%9B%A4%E5%BE%8C%E8%A7%A3%E6%9E%90-%E9%9B%BB%E5%AD%90%E6%8C%A8%E6%89%93-%E5%8F%B0%E8%82%A1%E5%A4%A7%E8%B7%8C142%E9%BB%9E%E5%A4%B1%E5%AE%8810%E6%97%A5%E7%B7%9A-063934224.html
150549,1608036854242_N01,news,yahoo股市,財經新聞,2020-12-15 19:58:00,外資賣現貨補期貨 撿便宜低接多檔跌深電子股,鉅亨網記者彭昱文 台北,台股今（15）日重挫逾 140 點，外資雖然持續大幅賣超，但台指期回補多單 4282 口，空單未平倉僅 341 口，此外，在大盤重挫下，外資也針對跌深的電子股逢低加碼，包含華新集團的華邦電、華新科以及彩晶，以及旺宏、偉詮電等個股。外資今天共賣超 165.23 億元，為連續 5 個交易日賣超；投信也終止連 6 買，轉為賣超 1.8 億元；自營商同樣呈賣超，共賣 41.62 億元，三大法人合計賣超 208.63 億元。外資今日逢低加碼跌深的電子股，包括記憶體的華邦電 1.8 萬張、旺宏 4837 張，以及彩晶 1.43 萬張，另外，偉詮電、南茂、華新科、合晶等超過半根跌停的個股，也獲外資也逢低承接。另外，宏碁、欣興、日月光投控今日逆勢走揚，也獲得外資青睞，在買超排行榜上名列前矛。外資賣超方面，持續調節先前大漲一段的群創 7.95 萬張、聯電 2.23 萬張外，航運股股長榮以及長榮航，合計被賣超逾 5.42 萬張，陽明也被調節 1.58 萬張；而金融股中的新光金、玉山金、台企銀也遭到外資提款。不過，投信今日大買外資賣超的群創 2.6 萬張，另外還有航運的華航、長榮、陽明、萬海，以及鋼鐵的大成鋼、中鋼等，但賣超友達、長榮航等個股，其餘如日月光投控、華新、奇力新等也是投信調節個股。,https://tw.stock.yahoo.com/news/%E5%A4%96%E8%B3%87%E8%B3%A3%E7%8F%BE%E8%B2%A8%E8%A3%9C%E6%9C%9F%E8%B2%A8-%E6%92%BF%E4%BE%BF%E5%AE%9C%E4%BD%8E%E6%8E%A5%E5%A4%9A%E6%AA%94%E8%B7%8C%E6%B7%B1%E9%9B%BB%E5%AD%90%E8%82%A1-115812377.html
152400,1608509391621_N01,news,yahoo股市,財經新聞,2020-12-21 07:54:00,【盤前焦點】美股尾盤收斂跌勢 法人：影響台股緩和,\N,（中央社記者潘智義台北2020年12月21日電）美股道瓊工業指數下跌124.32點，法人認為，美股雖然漲多回檔，但尾盤跌勢收斂，顯示下跌壓力不大，台股即便受影響，程度也應該相對緩和。道瓊工業指數終場下跌124.32點，或0.41%，收在30179.05點；標準普爾500指數下跌13.07點，或0.35%，收在3709.41點。以科技股為主的那斯達克指數下跌9.108點，或0.07%，收在12755.637點。台股18日收在14249.96點，下跌8.97點，成交值新台幣2471.54億元，上週指數下跌11.73點。富邦金控18日宣布，以每股13元公開收購日盛金控逾50%股權，盼最終取得100%股權，總收購金額最高可達490.42億元；以日盛金近一個月均價來看，收購溢價率為24.8%，為台灣首例「金控與金控合併」。不過，富邦金公開收購日盛金案，引發立委懷疑與日盛金背後的大股東、中國明天系集團創辦人肖建華有關；金管會表示，日前已約談擁有日盛金最多席董事的建群投資負責人陳銘達，了解是否為中資。美國威斯康辛州當地媒體報導，鴻海集團告訴威州官員，願接受在威州減少賦稅抵免，以「換取在威州的彈性商業環境」，雙方往達成新協議更邁進一步。宏遠投顧副總經理陳冠升表示，美股漲多回跌，雖然尾盤往上拉抬，留下影線，代表下檔有撐，但並沒有由黑翻紅，顯示上檔壓力也逐漸增加。台股漲多之後，尤其電子股的投機疑慮及泡沫壓力增大，從近期電子股漲多回檔即可看出，但傳產股的水泥、鋼鐵、航運上漲，適時抵銷電子股漲多回檔的弱勢，使得台股上週回檔幅度不大。陳冠升預期，近期水泥、鋼鐵、貨櫃航運股仍然會較為強勢，電子股跌深也可能出現反彈。,https://tw.stock.yahoo.com/news/%E7%9B%A4%E5%89%8D%E7%84%A6%E9%BB%9E-%E7%BE%8E%E8%82%A1%E5%B0%BE%E7%9B%A4%E6%94%B6%E6%96%82%E8%B7%8C%E5%8B%A2-%E6%B3%95%E4%BA%BA-%E5%BD%B1%E9%9F%BF%E5%8F%B0%E8%82%A1%E7%B7%A9%E5%92%8C-235429784.html
6045,1610626227645_N01,news,yahoo股市,財經新聞,2021-01-14 19:18:50,一銀入列「大到不能倒」系統性銀行 兩招因應緩解增資壓力,鉅亨網記者郭幸宜 台北,因應「大到不能倒」資本計提增加，第一金控 (2892-TW) 擬調整股利政策，並提高資本支出效率，減少承做資本消耗的業務，據了解，今年現金股息很可能微幅調降，提高股票股利。金管會去年底宣布將第一金核心子公司第一銀行列為「系統性重要銀行」，意即一銀必須在 4 年內增加 4% 資本計提，因應資本需求增加，也牽動銀行股政策。公股行庫因應繳庫需求並滿足股東期待，過去幾年股利政策多半偏重以現金股息為主。以第一金為例，自 2017 年起，除 2018 年外，每年現金股息至少 1 元，去年現金股息更提高 1.05 元，加上 0.3 元股票股利，合計每股發放 1.35 元股利。第一金去年稅後純益 168.08 億元、每股純益 1.31 元，以平均盈餘配發率 8 成估算，今年每股約可配發 1.04 元股利，但據了解，考量「系統性重要銀行」所需的資本增提需求，第一金今年很可能微幅調降現金股息、拉高股票股利。此外，第一金也將以撙節資本使用緩解潛在的增資壓力，一銀去年來自利息與手續費收益比重分別為 65%、16%，今年預計將利息收益比重提高至 68%、手續費收益比重提高至 18%，至於金融交易則考量市場波動，擬調降至 13%。其中放款業務部分，一銀仍持續深耕中小型企業放款，去年對中小企業放款餘額達 7910 億元，是 2010 以來連續 11 年搶下中小企業放款龍頭寶座；另外，一銀近 2 年新增 2.8 萬戶中小企業，占全體國銀比重 2 成，積極耕耘中小企業放款市場。,https://tw.stock.yahoo.com/news/%E9%8A%80%E5%85%A5%E5%88%97-%E5%A4%A7%E5%88%B0%E4%B8%8D%E8%83%BD%E5%80%92-%E7%B3%BB%E7%B5%B1%E6%80%A7%E9%8A%80%E8%A1%8C-%E5%85%A9%E6%8B%9B%E5%9B%A0%E6%87%89%E7%B7%A9%E8%A7%A3%E5%A2%9E%E8%B3%87%E5%A3%93%E5%8A%9B-111850423.html
6276,1610682033488_N01,news,yahoo股市,財經新聞,2021-01-15 10:51:28,〈台股盤中〉台積電概念股強攻 中小型股賣壓沉 萬六得而復失,鉅亨網記者沈筱禎 台北,台積電法說釋利多，今 (15) 日股價跳空開高，帶動台股大漲逾 300 點，最高來到 16041.59 點，一度站上萬六，相關設備股、半導體、IC 族群等股價同歡，不過台塑四寶、金融股、中小型股賣壓沉重，壓抑漲勢，萬六得而復失，估成交量擴大至 4600 億元。台積電在法說會利多消息激勵下，開盤直奔 600 元大關，站上 625 元再寫新天價，大漲逾 5%，市值來到 16.2 兆元，盤中也有約 4% 漲幅。台積電估今年資本支出 250-280 億美元創歷史新高，高於市場預期，在資本支出暴增下相關概念股全面狂歡，萬潤逾半根漲停，家登、亞翔、昇陽半導體、京鼎、瑞耘、漢唐、漢磊、弘塑均有逾 3% 漲幅。台積電股價衝高，IC 族群同步沾光，偉詮電、點序大漲半根漲停板，旺玖、研通、聯陽、凱鈺、晶相光、立積等表現不俗。其他權值股方面，和碩、聯電、日月光投控、聯發科等力守盤上，大立光、鴻海跌幅逾 1%，台塑四寶、金融指標股國泰金、富邦金成賣壓重心，均在盤下震盪。華新科東莞廠火災、日本村田旗下福井宮崎工廠近日因大雪停工，被動元件供給雪上加霜，不過受到大盤震盪影響，國巨、華新科、大毅、凱美等表現開高走低、相對弱勢。連日強漲的鴻家軍、散熱族群，今日多數拉回修正，其中泛鴻海集團中，建準、健漢跌幅逾 2%、台揚、榮創、亞太電等有逾 1% 跌幅；散熱族群部分，雙鴻、泰碩、元山、健策、奇鋐跌幅逾 2%，超眾、建準、力致、協禧等也走弱。法人表示，新台幣今日開盤重返 27 字頭價位，強升逾 2 角，加上台積電走強支撐，大盤開高震盪走低，在國際股市中較為強勢，留意引來調節賣壓。,https://tw.stock.yahoo.com/news/%E5%8F%B0%E8%82%A1%E7%9B%A4%E4%B8%AD-%E5%8F%B0%E7%A9%8D%E9%9B%BB%E6%A6%82%E5%BF%B5%E8%82%A1%E5%BC%B7%E6%94%BB-%E4%B8%AD%E5%B0%8F%E5%9E%8B%E8%82%A1%E8%B3%A3%E5%A3%93%E6%B2%89-%E8%90%AC%E5%85%AD%E5%BE%97%E8%80%8C%E5%BE%A9%E5%A4%B1-025128182.html
7863,1611105958445_N01,news,yahoo股市,財經新聞,2021-01-20 09:06:26,《金融》國泰金調查：基本面佳+美政治干擾減緩 股市樂觀情緒續升,\N,【時報記者莊丙農台北報導】國泰金(2882)公布1月國民經濟信心調查結果，民眾對於景氣展望微揚，然疫情不確定性抑制民眾大額消費意願；而因為台股基本面佳，加上美政治不確定性緩和提振風險偏好，股市樂觀情緒上揚。國泰金調查顯示，國發會最新公布的景氣對策信號維持綠燈，領先指標與同時指標皆上揚，景氣持續復甦，雖變種病毒蔓延，然疫苗進展樂觀，展望指數微幅上揚至18.8(12月：16.6)，現況指數亦走高至24.4(12月：22.4)；民眾薪資上漲預期指數上升至6.4(12月：2.1) ，連9月上揚。大額消費意願指數則微幅下降至5.1(12月：5.8)，顯示國內疫情不確定性抑制民眾大額消費意願。主計總處估計2021年經濟成長3.83％，通貨膨脹率1.16％，1月調查結果顯示，民眾對於2021年台灣經濟成長率的平均預期值為3％，有86％的民眾認為今年的經濟成長率會達到2％以上；民眾對於2021年平均通膨預期值為1.42％，預期今年通貨膨脹率介於1～2％的民眾比例為76％。股市方面，台灣基本面數據強勁、美國政治不確定性降低加上各國疫苗進展樂觀，提振民眾對台股信心，台股亦再創新高。調查結果顯示，民眾對股市的樂觀指數上揚至22.9(12月：18.3)，風險偏好指數則走升至16.8(12月：12.7)。,https://tw.stock.yahoo.com/news/%E9%87%91%E8%9E%8D-%E5%9C%8B%E6%B3%B0%E9%87%91%E8%AA%BF%E6%9F%A5-%E5%9F%BA%E6%9C%AC%E9%9D%A2%E4%BD%B3-%E7%BE%8E%E6%94%BF%E6%B2%BB%E5%B9%B2%E6%93%BE%E6%B8%9B%E7%B7%A9-%E8%82%A1%E5%B8%82%E6%A8%82%E8%A7%80%E6%83%85%E7%B7%92%E7%BA%8C%E5%8D%87-010626624.html
